Record Length,40000,,Source,CH1,CH2
,,,-3.64039993286,6.00000,1.06000
,,,-3.64029979706,5.92000,1.06000
,,,-3.64019989967,5.92000,1.06000
,,,-3.64010000229,5.92000,1.06000
,,,-3.63999986649,5.92000,1.06000
,,,-3.63989996910,5.92000,1.06000
,,,-3.63979983330,5.92000,1.08000
,,,-3.63969993591,5.92000,1.06000
,,,-3.63959980011,5.92000,1.06000
,,,-3.63949990273,5.92000,1.06000
,,,-3.63940000534,5.92000,1.08000
,,,-3.63929986954,5.92000,1.08000
,,,-3.63919997215,5.92000,1.06000
,,,-3.63909983635,5.92000,1.06000
,,,-3.63899993896,5.92000,1.08000
,,,-3.63889980316,5.92000,1.06000
,,,-3.63879990578,5.92000,1.08000
,,,-3.63870000839,5.92000,1.06000
,,,-3.63859987259,5.92000,1.06000
,,,-3.63849997520,5.92000,1.08000
,,,-3.63839983940,5.92000,1.06000
,,,-3.63829994202,5.92000,1.06000
,,,-3.63819980621,5.92000,1.06000
,,,-3.63809990883,5.92000,1.06000
,,,-3.63800001144,5.92000,1.08000
,,,-3.63789987564,6.00000,1.06000
,,,-3.63779997826,5.92000,1.06000
,,,-3.63769984245,5.92000,1.06000
,,,-3.63759994507,5.92000,1.06000
,,,-3.63749980927,5.92000,1.08000
,,,-3.63739991188,5.92000,1.08000
,,,-3.63730001450,5.92000,1.08000
,,,-3.63719987869,5.92000,1.06000
,,,-3.63709998131,5.92000,1.06000
,,,-3.63699984550,5.92000,1.06000
,,,-3.63689994812,5.92000,1.08000
,,,-3.63679981232,5.92000,1.08000
,,,-3.63669991493,5.92000,1.06000
,,,-3.63660001755,5.92000,1.06000
,,,-3.63649988174,5.92000,1.06000
,,,-3.63639998436,5.92000,1.06000
,,,-3.63629984856,5.92000,1.06000
,,,-3.63619995117,5.92000,1.08000
,,,-3.63609981537,5.92000,1.06000
,,,-3.63599991798,5.92000,1.06000
,,,-3.63590002060,5.92000,1.06000
,,,-3.63579988480,5.92000,1.08000
,,,-3.63569998741,5.92000,1.06000
,,,-3.63559985161,5.92000,1.06000
,,,-3.63549995422,5.92000,1.06000
,,,-3.63539981842,5.92000,1.08000
,,,-3.63529992104,5.92000,1.06000
,,,-3.63520002365,5.92000,1.06000
,,,-3.63509988785,5.92000,1.06000
,,,-3.63499999046,5.92000,1.06000
,,,-3.63489985466,5.92000,1.06000
,,,-3.63479995728,5.92000,1.06000
,,,-3.63469982147,5.92000,1.06000
,,,-3.63459992409,5.92000,1.06000
,,,-3.63450002670,5.92000,1.06000
,,,-3.63439989090,5.92000,1.06000
,,,-3.63429999352,5.92000,1.08000
,,,-3.63419985771,5.92000,1.06000
,,,-3.63409996033,5.92000,1.06000
,,,-3.63399982452,5.92000,1.06000
,,,-3.63389992714,5.92000,1.06000
,,,-3.63379979134,5.92000,1.06000
,,,-3.63369989395,5.92000,1.06000
,,,-3.63359999657,5.92000,1.06000
,,,-3.63349986076,5.92000,1.08000
,,,-3.63339996338,5.92000,1.08000
,,,-3.63329982758,5.92000,1.06000
,,,-3.63319993019,5.92000,1.06000
,,,-3.63309979439,5.92000,1.08000
,,,-3.63299989700,5.92000,1.08000
,,,-3.63289999962,5.92000,1.08000
,,,-3.63279986382,5.92000,1.08000
,,,-3.63269996643,6.00000,1.06000
,,,-3.63259983063,5.92000,1.08000
,,,-3.63249993324,6.00000,1.06000
,,,-3.63239979744,5.92000,1.06000
,,,-3.63229990005,6.00000,1.06000
,,,-3.63220000267,6.00000,1.06000
,,,-3.63209986687,5.92000,1.06000
,,,-3.63199996948,6.00000,1.06000
,,,-3.63189983368,5.92000,1.06000
,,,-3.63179993629,5.92000,1.08000
,,,-3.63169980049,5.92000,1.08000
,,,-3.63159990311,6.00000,1.06000
,,,-3.63150000572,6.00000,1.06000
,,,-3.63139986992,6.00000,1.06000
,,,-3.63129997253,5.92000,1.06000
,,,-3.63119983673,6.00000,1.06000
,,,-3.63109993935,6.00000,1.06000
,,,-3.63099980354,6.00000,1.06000
,,,-3.63089990616,6.00000,1.06000
,,,-3.63080000877,6.00000,1.06000
,,,-3.63069987297,5.92000,1.06000
,,,-3.63059997559,6.00000,1.06000
,,,-3.63049983978,6.00000,1.08000
,,,-3.63039994240,6.00000,1.06000
,,,-3.63029980659,6.00000,1.06000
,,,-3.63019990921,5.92000,1.06000
,,,-3.63010001183,6.00000,1.06000
,,,-3.62999987602,6.00000,1.06000
,,,-3.62989997864,6.00000,1.06000
,,,-3.62979984283,6.00000,1.06000
,,,-3.62969994545,6.00000,1.06000
,,,-3.62959980965,6.00000,1.08000
,,,-3.62949991226,5.92000,1.06000
,,,-3.62940001488,6.00000,1.06000
,,,-3.62929987907,6.00000,1.06000
,,,-3.62919998169,5.92000,1.06000
,,,-3.62909984589,5.92000,1.06000
,,,-3.62899994850,6.00000,1.08000
,,,-3.62889981270,5.92000,1.08000
,,,-3.62879991531,5.92000,1.06000
,,,-3.62870001793,6.00000,1.08000
,,,-3.62859988213,5.92000,1.08000
,,,-3.62849998474,5.92000,1.08000
,,,-3.62839984894,6.00000,1.08000
,,,-3.62829995155,5.92000,1.08000
,,,-3.62819981575,6.00000,1.06000
,,,-3.62809991837,5.92000,1.08000
,,,-3.62800002098,5.92000,1.08000
,,,-3.62789988518,5.92000,1.08000
,,,-3.62779998779,5.92000,1.08000
,,,-3.62769985199,6.00000,1.08000
,,,-3.62759995461,5.92000,1.08000
,,,-3.62749981880,6.00000,1.08000
,,,-3.62739992142,6.00000,1.08000
,,,-3.62730002403,6.00000,1.08000
,,,-3.62719988823,5.92000,1.06000
,,,-3.62709999084,6.00000,1.06000
,,,-3.62699985504,5.92000,1.06000
,,,-3.62689995766,5.92000,1.06000
,,,-3.62679982185,6.00000,1.08000
,,,-3.62669992447,5.92000,1.10000
,,,-3.62660002708,5.92000,1.06000
,,,-3.62649989128,5.92000,1.06000
,,,-3.62639999390,5.92000,1.06000
,,,-3.62629985809,5.92000,1.08000
,,,-3.62619996071,5.92000,1.08000
,,,-3.62609982491,5.92000,1.08000
,,,-3.62599992752,5.92000,1.06000
,,,-3.62589979172,5.92000,1.06000
,,,-3.62579989433,5.92000,1.06000
,,,-3.62569999695,5.92000,1.08000
,,,-3.62559986115,5.92000,1.08000
,,,-3.62549996376,5.92000,1.06000
,,,-3.62539982796,5.92000,1.06000
,,,-3.62529993057,5.92000,1.08000
,,,-3.62519979477,5.92000,1.08000
,,,-3.62509989738,5.92000,1.06000
,,,-3.62500000000,6.00000,1.06000
,,,-3.62489986420,5.92000,1.06000
,,,-3.62479996681,5.92000,1.08000
,,,-3.62469983101,5.92000,1.06000
,,,-3.62459993362,5.92000,1.06000
,,,-3.62449979782,6.00000,1.08000
,,,-3.62439990044,5.92000,1.06000
,,,-3.62430000305,5.92000,1.08000
,,,-3.62419986725,5.92000,1.06000
,,,-3.62409996986,5.92000,1.08000
,,,-3.62399983406,5.92000,1.08000
,,,-3.62389993668,5.92000,1.06000
,,,-3.62379980087,6.00000,1.08000
,,,-3.62369990349,5.92000,1.06000
,,,-3.62360000610,5.92000,1.08000
,,,-3.62349987030,5.92000,1.06000
,,,-3.62339997292,6.00000,1.06000
,,,-3.62329983711,6.00000,1.06000
,,,-3.62319993973,5.92000,1.08000
,,,-3.62309980392,5.92000,1.06000
,,,-3.62299990654,5.92000,1.06000
,,,-3.62290000916,5.92000,1.06000
,,,-3.62279987335,5.92000,1.08000
,,,-3.62269997597,5.92000,1.08000
,,,-3.62259984016,5.92000,1.06000
,,,-3.62249994278,6.00000,1.08000
,,,-3.62239980698,6.00000,1.06000
,,,-3.62229990959,5.92000,1.08000
,,,-3.62220001221,5.92000,1.08000
,,,-3.62209987640,5.92000,1.06000
,,,-3.62199997902,6.00000,1.06000
,,,-3.62189984322,5.92000,1.08000
,,,-3.62179994583,6.00000,1.08000
,,,-3.62169981003,5.92000,1.06000
,,,-3.62159991264,5.92000,1.06000
,,,-3.62150001526,6.00000,1.08000
,,,-3.62139987946,6.00000,1.06000
,,,-3.62129998207,6.00000,1.06000
,,,-3.62119984627,6.00000,1.06000
,,,-3.62109994888,6.00000,1.08000
,,,-3.62099981308,5.92000,1.06000
,,,-3.62089991570,6.00000,1.06000
,,,-3.62080001831,5.92000,1.06000
,,,-3.62069988251,5.92000,1.06000
,,,-3.62059998512,5.92000,1.06000
,,,-3.62049984932,5.92000,1.08000
,,,-3.62039995193,6.00000,1.06000
,,,-3.62029981613,5.92000,1.06000
,,,-3.62019991875,5.92000,1.08000
,,,-3.62010002136,5.92000,1.08000
,,,-3.61999988556,5.92000,1.08000
,,,-3.61989998817,5.92000,1.06000
,,,-3.61979985237,6.00000,1.08000
,,,-3.61969995499,6.00000,1.06000
,,,-3.61959981918,6.00000,1.06000
,,,-3.61949992180,6.00000,1.06000
,,,-3.61940002441,6.00000,1.06000
,,,-3.61929988861,6.00000,1.08000
,,,-3.61919999123,6.00000,1.06000
,,,-3.61909985542,5.92000,1.06000
,,,-3.61899995804,6.00000,1.08000
,,,-3.61889982224,6.00000,1.08000
,,,-3.61879992485,6.00000,1.06000
,,,-3.61870002747,6.00000,1.08000
,,,-3.61859989166,6.00000,1.06000
,,,-3.61849999428,6.00000,1.06000
,,,-3.61839985847,5.92000,1.08000
,,,-3.61829996109,6.00000,1.06000
,,,-3.61819982529,6.00000,1.06000
,,,-3.61809992790,6.00000,1.08000
,,,-3.61799979210,6.00000,1.08000
,,,-3.61789989471,5.92000,1.08000
,,,-3.61779999733,5.92000,1.08000
,,,-3.61769986153,6.00000,1.06000
,,,-3.61759996414,5.92000,1.08000
,,,-3.61749982834,5.92000,1.06000
,,,-3.61739993095,5.92000,1.06000
,,,-3.61729979515,6.00000,1.08000
,,,-3.61719989777,5.92000,1.06000
,,,-3.61710000038,5.92000,1.08000
,,,-3.61699986458,5.92000,1.06000
,,,-3.61689996719,6.00000,1.06000
,,,-3.61679983139,6.00000,1.06000
,,,-3.61669993401,6.00000,1.06000
,,,-3.61659979820,5.92000,1.06000
,,,-3.61649990082,6.00000,1.08000
,,,-3.61640000343,5.92000,1.06000
,,,-3.61629986763,6.00000,1.08000
,,,-3.61619997025,5.92000,1.08000
,,,-3.61609983444,6.00000,1.06000
,,,-3.61599993706,5.92000,1.06000
,,,-3.61589980125,6.00000,1.06000
,,,-3.61579990387,6.00000,1.08000
,,,-3.61570000648,5.92000,1.06000
,,,-3.61559987068,5.92000,1.08000
,,,-3.61549997330,5.92000,1.08000
,,,-3.61539983749,6.00000,1.06000
,,,-3.61529994011,6.00000,1.06000
,,,-3.61519980431,5.92000,1.06000
,,,-3.61509990692,5.92000,1.08000
,,,-3.61500000954,8.80000,1.68000
,,,-3.61489987373,8.80000,1.68000
,,,-3.61479997635,8.80000,1.68000
,,,-3.61469984055,8.80000,1.68000
,,,-3.61459994316,8.80000,1.68000
,,,-3.61449980736,8.88000,1.68000
,,,-3.61439990997,8.80000,1.68000
,,,-3.61430001259,8.80000,1.68000
,,,-3.61419987679,8.80000,1.68000
,,,-3.61409997940,8.80000,1.68000
,,,-3.61399984360,8.88000,1.68000
,,,-3.61389994621,8.80000,1.68000
,,,-3.61379981041,8.80000,1.68000
,,,-3.61369991302,8.80000,1.68000
,,,-3.61360001564,8.80000,1.68000
,,,-3.61349987984,8.80000,1.68000
,,,-3.61339998245,8.80000,1.68000
,,,-3.61329984665,8.80000,1.68000
,,,-3.61319994926,8.80000,1.68000
,,,-3.61309981346,8.80000,1.68000
,,,-3.61299991608,8.80000,1.68000
,,,-3.61290001869,8.80000,1.68000
,,,-3.61279988289,8.80000,1.68000
,,,-3.61269998550,8.88000,1.68000
,,,-3.61259984970,8.88000,1.68000
,,,-3.61249995232,8.80000,1.68000
,,,-3.61239981651,8.80000,1.68000
,,,-3.61229991913,8.80000,1.68000
,,,-3.61220002174,8.80000,1.68000
,,,-3.61209988594,8.80000,1.68000
,,,-3.61199998856,8.80000,1.68000
,,,-3.61189985275,8.88000,1.68000
,,,-3.61179995537,8.80000,1.68000
,,,-3.61169981956,8.80000,1.68000
,,,-3.61159992218,8.80000,1.68000
,,,-3.61150002480,8.80000,1.68000
,,,-3.61139988899,8.80000,1.68000
,,,-3.61129999161,8.80000,1.68000
,,,-3.61119985580,8.80000,1.68000
,,,-3.61109995842,8.80000,1.68000
,,,-3.61099982262,8.80000,1.68000
,,,-3.61089992523,8.80000,1.68000
,,,-3.61080002785,8.80000,1.68000
,,,-3.61069989204,8.80000,1.68000
,,,-3.61059999466,8.80000,1.68000
,,,-3.61049985886,8.80000,1.68000
,,,-3.61039996147,8.80000,1.68000
,,,-3.61029982567,8.80000,1.68000
,,,-3.61019992828,8.80000,1.68000
,,,-3.61009979248,8.80000,1.68000
,,,-3.60999989510,8.80000,1.68000
,,,-3.60989999771,8.80000,1.68000
,,,-3.60979986191,8.80000,1.68000
,,,-3.60969996452,8.80000,1.68000
,,,-3.60959982872,8.80000,1.68000
,,,-3.60949993134,8.80000,1.68000
,,,-3.60939979553,8.80000,1.68000
,,,-3.60929989815,8.88000,1.68000
,,,-3.60920000076,8.80000,1.68000
,,,-3.60909986496,8.80000,1.68000
,,,-3.60899996758,8.80000,1.68000
,,,-3.60889983177,8.80000,1.68000
,,,-3.60879993439,8.80000,1.68000
,,,-3.60869979858,8.80000,1.68000
,,,-3.60859990120,8.88000,1.68000
,,,-3.60850000381,8.80000,1.68000
,,,-3.60839986801,8.88000,1.68000
,,,-3.60829997063,8.80000,1.68000
,,,-3.60819983482,8.80000,1.68000
,,,-3.60809993744,8.80000,1.68000
,,,-3.60799980164,8.80000,1.68000
,,,-3.60789990425,8.80000,1.68000
,,,-3.60780000687,8.80000,1.68000
,,,-3.60769987106,8.80000,1.68000
,,,-3.60759997368,8.80000,1.68000
,,,-3.60749983788,8.80000,1.68000
,,,-3.60739994049,8.80000,1.68000
,,,-3.60729980469,8.88000,1.68000
,,,-3.60719990730,8.88000,1.68000
,,,-3.60710000992,8.80000,1.68000
,,,-3.60699987411,8.80000,1.68000
,,,-3.60689997673,8.80000,1.68000
,,,-3.60679984093,8.80000,1.68000
,,,-3.60669994354,8.80000,1.68000
,,,-3.60659980774,8.80000,1.68000
,,,-3.60649991035,8.80000,1.68000
,,,-3.60640001297,8.80000,1.68000
,,,-3.60629987717,8.80000,1.68000
,,,-3.60619997978,8.80000,1.68000
,,,-3.60609984398,8.80000,1.68000
,,,-3.60599994659,8.88000,1.68000
,,,-3.60589981079,8.80000,1.68000
,,,-3.60579991341,8.80000,1.68000
,,,-3.60570001602,8.80000,1.68000
,,,-3.60559988022,8.80000,1.68000
,,,-3.60549998283,8.80000,1.68000
,,,-3.60539984703,8.80000,1.68000
,,,-3.60529994965,8.80000,1.68000
,,,-3.60519981384,8.80000,1.68000
,,,-3.60509991646,8.80000,1.68000
,,,-3.60500001907,0.08000,0.08000
,,,-3.60489988327,0.08000,0.10000
,,,-3.60479998589,0.08000,0.10000
,,,-3.60469985008,0.08000,0.06000
,,,-3.60459995270,0.08000,0.08000
,,,-3.60449981689,0.08000,0.06000
,,,-3.60439991951,0.08000,0.06000
,,,-3.60430002213,0.08000,0.08000
,,,-3.60419988632,0.08000,0.08000
,,,-3.60409998894,0.00,0.08000
,,,-3.60399985313,0.08000,0.08000
,,,-3.60389995575,0.08000,0.06000
,,,-3.60379981995,0.08000,0.08000
,,,-3.60369992256,0.16000,0.06000
,,,-3.60360002518,0.08000,0.08000
,,,-3.60349988937,0.08000,0.08000
,,,-3.60339999199,0.00,0.08000
,,,-3.60329985619,0.00,0.10000
,,,-3.60319995880,0.08000,0.08000
,,,-3.60309982300,0.08000,0.08000
,,,-3.60299992561,0.00,0.06000
,,,-3.60289978981,0.08000,0.08000
,,,-3.60279989243,0.08000,0.08000
,,,-3.60269999504,0.08000,0.08000
,,,-3.60259985924,0.08000,0.06000
,,,-3.60249996185,0.00,0.08000
,,,-3.60239982605,0.08000,0.10000
,,,-3.60229992867,0.08000,0.08000
,,,-3.60219979286,0.16000,0.06000
,,,-3.60209989548,0.08000,0.08000
,,,-3.60199999809,0.08000,0.06000
,,,-3.60189986229,0.08000,0.08000
,,,-3.60179996490,0.00,0.10000
,,,-3.60169982910,0.08000,0.10000
,,,-3.60159993172,0.00,0.08000
,,,-3.60149979591,0.08000,0.08000
,,,-3.60139989853,0.08000,0.08000
,,,-3.60130000114,0.08000,0.06000
,,,-3.60119986534,0.08000,0.06000
,,,-3.60109996796,0.08000,0.08000
,,,-3.60099983215,0.08000,0.08000
,,,-3.60089993477,0.08000,0.10000
,,,-3.60079979897,0.00,0.08000
,,,-3.60069990158,0.00,0.10000
,,,-3.60060000420,0.08000,0.10000
,,,-3.60049986839,0.08000,0.08000
,,,-3.60039997101,0.08000,0.08000
,,,-3.60029983521,0.00,0.08000
,,,-3.60019993782,0.08000,0.08000
,,,-3.60009980202,0.00,0.08000
,,,-3.59999990463,0.08000,0.08000
,,,-3.59990000725,0.08000,0.06000
,,,-3.59979987144,0.08000,0.06000
,,,-3.59969997406,0.00,0.08000
,,,-3.59959983826,0.00,0.08000
,,,-3.59949994087,0.08000,0.06000
,,,-3.59939980507,0.08000,0.08000
,,,-3.59929990768,0.08000,0.10000
,,,-3.59920001030,0.08000,0.08000
,,,-3.59909987450,0.08000,0.06000
,,,-3.59899997711,0.08000,0.08000
,,,-3.59889984131,0.00,0.08000
,,,-3.59879994392,0.08000,0.06000
,,,-3.59869980812,0.08000,0.08000
,,,-3.59859991074,0.16000,0.06000
,,,-3.59850001335,0.00,0.08000
,,,-3.59839987755,0.08000,0.08000
,,,-3.59829998016,0.00,0.06000
,,,-3.59819984436,0.08000,0.08000
,,,-3.59809994698,0.08000,0.06000
,,,-3.59799981117,0.08000,0.08000
,,,-3.59789991379,0.08000,0.08000
,,,-3.59780001640,0.08000,0.06000
,,,-3.59769988060,0.08000,0.06000
,,,-3.59759998322,0.00,0.06000
,,,-3.59749984741,0.08000,0.06000
,,,-3.59739995003,0.00,0.08000
,,,-3.59729981422,0.08000,0.06000
,,,-3.59719991684,0.08000,0.08000
,,,-3.59710001945,0.08000,0.06000
,,,-3.59699988365,0.08000,0.06000
,,,-3.59689998627,0.08000,0.08000
,,,-3.59679985046,0.08000,0.10000
,,,-3.59669995308,0.08000,0.06000
,,,-3.59659981728,0.08000,0.08000
,,,-3.59649991989,0.08000,0.08000
,,,-3.59640002251,0.08000,0.06000
,,,-3.59629988670,0.08000,0.08000
,,,-3.59619998932,0.08000,0.06000
,,,-3.59609985352,0.16000,0.06000
,,,-3.59599995613,0.16000,0.08000
,,,-3.59589982033,0.08000,0.06000
,,,-3.59579992294,0.00,0.08000
,,,-3.59570002556,0.08000,0.06000
,,,-3.59559988976,0.08000,0.10000
,,,-3.59549999237,0.08000,0.08000
,,,-3.59539985657,0.08000,0.06000
,,,-3.59529995918,0.00,0.06000
,,,-3.59519982338,0.08000,0.08000
,,,-3.59509992599,0.08000,0.06000
,,,-3.59499979019,0.00,0.08000
,,,-3.59489989281,0.08000,0.08000
,,,-3.59479999542,0.08000,0.06000
,,,-3.59469985962,0.08000,0.08000
,,,-3.59459996223,0.08000,0.08000
,,,-3.59449982643,0.08000,0.08000
,,,-3.59439992905,0.00,0.08000
,,,-3.59429979324,0.08000,0.08000
,,,-3.59419989586,0.00,0.06000
,,,-3.59409999847,0.16000,0.06000
,,,-3.59399986267,0.08000,0.08000
,,,-3.59389996529,0.00,0.08000
,,,-3.59379982948,0.08000,0.08000
,,,-3.59369993210,0.08000,0.08000
,,,-3.59359979630,0.08000,0.06000
,,,-3.59349989891,0.08000,0.08000
,,,-3.59340000153,0.08000,0.08000
,,,-3.59329986572,0.08000,0.08000
,,,-3.59319996834,0.08000,0.08000
,,,-3.59309983253,0.08000,0.08000
,,,-3.59299993515,0.08000,0.08000
,,,-3.59289979935,0.08000,0.08000
,,,-3.59279990196,0.08000,0.08000
,,,-3.59270000458,0.08000,0.08000
,,,-3.59259986877,0.00,0.06000
,,,-3.59249997139,0.08000,0.10000
,,,-3.59239983559,0.00,0.08000
,,,-3.59229993820,0.08000,0.08000
,,,-3.59219980240,0.08000,0.06000
,,,-3.59209990501,0.00,0.08000
,,,-3.59200000763,0.08000,0.08000
,,,-3.59189987183,0.08000,0.08000
,,,-3.59179997444,0.16000,0.06000
,,,-3.59169983864,0.08000,0.08000
,,,-3.59159994125,0.08000,0.08000
,,,-3.59149980545,0.08000,0.08000
,,,-3.59139990807,0.08000,0.08000
,,,-3.59130001068,0.08000,0.06000
,,,-3.59119987488,0.08000,0.08000
,,,-3.59109997749,0.08000,0.06000
,,,-3.59099984169,0.08000,0.08000
,,,-3.59089994431,0.08000,0.08000
,,,-3.59079980850,0.00,0.10000
,,,-3.59069991112,0.00,0.08000
,,,-3.59060001373,0.08000,0.08000
,,,-3.59049987793,0.16000,0.08000
,,,-3.59039998055,0.08000,0.08000
,,,-3.59029984474,0.08000,0.08000
,,,-3.59019994736,0.08000,0.06000
,,,-3.59009981155,0.08000,0.06000
,,,-3.58999991417,0.08000,0.06000
,,,-3.58990001678,0.08000,0.08000
,,,-3.58979988098,0.08000,0.08000
,,,-3.58969998360,0.00,0.08000
,,,-3.58959984779,0.00,0.08000
,,,-3.58949995041,0.08000,0.08000
,,,-3.58939981461,0.00,0.08000
,,,-3.58929991722,0.08000,0.08000
,,,-3.58920001984,0.08000,0.06000
,,,-3.58909988403,0.08000,0.06000
,,,-3.58899998665,0.00,0.08000
,,,-3.58889985085,0.00,0.06000
,,,-3.58879995346,0.08000,0.08000
,,,-3.58869981766,0.00,0.06000
,,,-3.58859992027,0.08000,0.08000
,,,-3.58850002289,0.00,0.08000
,,,-3.58839988708,0.00,0.08000
,,,-3.58829998970,0.08000,0.08000
,,,-3.58819985390,0.08000,0.08000
,,,-3.58809995651,0.08000,0.06000
,,,-3.58799982071,0.08000,0.06000
,,,-3.58789992332,0.08000,0.08000
,,,-3.58780002594,0.08000,0.08000
,,,-3.58769989014,0.00,0.08000
,,,-3.58759999275,0.00,0.08000
,,,-3.58749985695,0.08000,0.08000
,,,-3.58739995956,0.08000,0.06000
,,,-3.58729982376,0.00,0.06000
,,,-3.58719992638,0.08000,0.08000
,,,-3.58709979057,0.08000,0.06000
,,,-3.58699989319,0.08000,0.08000
,,,-3.58689999580,0.08000,0.08000
,,,-3.58679986000,0.08000,0.08000
,,,-3.58669996262,0.08000,0.08000
,,,-3.58659982681,0.08000,0.06000
,,,-3.58649992943,0.00,0.06000
,,,-3.58639979362,0.08000,0.08000
,,,-3.58629989624,0.00,0.08000
,,,-3.58619999886,0.08000,0.08000
,,,-3.58609986305,0.08000,0.08000
,,,-3.58599996567,0.08000,0.06000
,,,-3.58589982986,0.08000,0.06000
,,,-3.58579993248,0.08000,0.08000
,,,-3.58569979668,0.08000,0.06000
,,,-3.58559989929,0.00,0.06000
,,,-3.58550000191,0.08000,0.08000
,,,-3.58539986610,0.16000,0.08000
,,,-3.58529996872,0.08000,0.06000
,,,-3.58519983292,0.08000,0.06000
,,,-3.58509993553,0.00,0.06000
,,,-3.58499979973,0.08000,0.08000
,,,-3.58489990234,0.08000,0.08000
,,,-3.58480000496,0.08000,0.06000
,,,-3.58469986916,0.08000,0.08000
,,,-3.58459997177,0.08000,0.08000
,,,-3.58449983597,0.08000,0.06000
,,,-3.58439993858,0.08000,0.08000
,,,-3.58429980278,0.08000,0.06000
,,,-3.58419990540,0.00,0.06000
