Record Length,40000,,Source,CH1,CH2
,,,-3.63590002060,11.68000,2.30000
,,,-3.63579988480,11.68000,2.32000
,,,-3.63569998741,11.68000,2.32000
,,,-3.63559985161,11.68000,2.32000
,,,-3.63549995422,11.68000,2.32000
,,,-3.63539981842,11.68000,2.32000
,,,-3.63529992104,11.68000,2.32000
,,,-3.63520002365,11.68000,2.32000
,,,-3.63509988785,11.68000,2.32000
,,,-3.63499999046,11.68000,2.32000
,,,-3.63489985466,11.68000,2.32000
,,,-3.63479995728,11.68000,2.32000
,,,-3.63469982147,11.68000,2.30000
,,,-3.63459992409,11.68000,2.32000
,,,-3.63450002670,11.68000,2.30000
,,,-3.63439989090,11.68000,2.30000
,,,-3.63429999352,11.68000,2.32000
,,,-3.63419985771,11.68000,2.32000
,,,-3.63409996033,11.68000,2.32000
,,,-3.63399982452,11.68000,2.32000
,,,-3.63389992714,11.68000,2.32000
,,,-3.63379979134,11.68000,2.32000
,,,-3.63369989395,11.68000,2.32000
,,,-3.63359999657,11.68000,2.32000
,,,-3.63349986076,11.68000,2.32000
,,,-3.63339996338,11.68000,2.32000
,,,-3.63329982758,11.68000,2.32000
,,,-3.63319993019,11.76000,2.30000
,,,-3.63309979439,11.68000,2.32000
,,,-3.63299989700,11.76000,2.32000
,,,-3.63289999962,11.76000,2.32000
,,,-3.63279986382,11.68000,2.32000
,,,-3.63269996643,11.68000,2.32000
,,,-3.63259983063,11.68000,2.32000
,,,-3.63249993324,11.68000,2.30000
,,,-3.63239979744,11.68000,2.32000
,,,-3.63229990005,11.68000,2.30000
,,,-3.63220000267,11.68000,2.32000
,,,-3.63209986687,11.68000,2.32000
,,,-3.63199996948,11.68000,2.32000
,,,-3.63189983368,11.68000,2.32000
,,,-3.63179993629,11.68000,2.32000
,,,-3.63169980049,11.68000,2.32000
,,,-3.63159990311,11.68000,2.32000
,,,-3.63150000572,11.68000,2.32000
,,,-3.63139986992,11.68000,2.32000
,,,-3.63129997253,11.68000,2.32000
,,,-3.63119983673,11.68000,2.32000
,,,-3.63109993935,11.68000,2.32000
,,,-3.63099980354,11.68000,2.32000
,,,-3.63089990616,11.68000,2.32000
,,,-3.63080000877,11.68000,2.32000
,,,-3.63069987297,11.68000,2.30000
,,,-3.63059997559,11.68000,2.32000
,,,-3.63049983978,11.68000,2.32000
,,,-3.63039994240,11.68000,2.32000
,,,-3.63029980659,11.68000,2.32000
,,,-3.63019990921,11.68000,2.32000
,,,-3.63010001183,11.68000,2.32000
,,,-3.62999987602,11.68000,2.32000
,,,-3.62989997864,11.68000,2.32000
,,,-3.62979984283,11.68000,2.30000
,,,-3.62969994545,11.76000,2.32000
,,,-3.62959980965,11.68000,2.32000
,,,-3.62949991226,11.68000,2.32000
,,,-3.62940001488,11.68000,2.32000
,,,-3.62929987907,11.68000,2.32000
,,,-3.62919998169,11.68000,2.32000
,,,-3.62909984589,11.76000,2.32000
,,,-3.62899994850,11.68000,2.34000
,,,-3.62889981270,11.68000,2.32000
,,,-3.62879991531,11.68000,2.30000
,,,-3.62870001793,11.68000,2.32000
,,,-3.62859988213,11.68000,2.32000
,,,-3.62849998474,11.76000,2.32000
,,,-3.62839984894,11.68000,2.32000
,,,-3.62829995155,11.68000,2.32000
,,,-3.62819981575,11.68000,2.32000
,,,-3.62809991837,11.68000,2.32000
,,,-3.62800002098,11.68000,2.32000
,,,-3.62789988518,11.68000,2.32000
,,,-3.62779998779,11.68000,2.30000
,,,-3.62769985199,11.68000,2.32000
,,,-3.62759995461,11.68000,2.32000
,,,-3.62749981880,11.68000,2.32000
,,,-3.62739992142,11.68000,2.32000
,,,-3.62730002403,11.68000,2.32000
,,,-3.62719988823,11.68000,2.32000
,,,-3.62709999084,11.68000,2.32000
,,,-3.62699985504,11.68000,2.32000
,,,-3.62689995766,11.68000,2.32000
,,,-3.62679982185,11.68000,2.32000
,,,-3.62669992447,11.68000,2.32000
,,,-3.62660002708,11.68000,2.32000
,,,-3.62649989128,11.68000,2.32000
,,,-3.62639999390,11.68000,2.32000
,,,-3.62629985809,11.68000,2.32000
,,,-3.62619996071,11.68000,2.30000
,,,-3.62609982491,11.68000,2.32000
,,,-3.62599992752,11.68000,2.30000
,,,-3.62589979172,11.68000,2.32000
,,,-3.62579989433,11.68000,2.32000
,,,-3.62569999695,11.68000,2.32000
,,,-3.62559986115,11.68000,2.32000
,,,-3.62549996376,11.68000,2.32000
,,,-3.62539982796,11.68000,2.32000
,,,-3.62529993057,11.68000,2.30000
,,,-3.62519979477,11.68000,2.32000
,,,-3.62509989738,11.76000,2.32000
,,,-3.62500000000,11.68000,2.32000
,,,-3.62489986420,11.68000,2.32000
,,,-3.62479996681,11.68000,2.34000
,,,-3.62469983101,11.76000,2.32000
,,,-3.62459993362,11.76000,2.32000
,,,-3.62449979782,11.68000,2.32000
,,,-3.62439990044,11.68000,2.32000
,,,-3.62430000305,11.76000,2.32000
,,,-3.62419986725,11.76000,2.32000
,,,-3.62409996986,11.76000,2.32000
,,,-3.62399983406,11.68000,2.32000
,,,-3.62389993668,11.76000,2.32000
,,,-3.62379980087,11.76000,2.30000
,,,-3.62369990349,11.68000,2.32000
,,,-3.62360000610,11.76000,2.32000
,,,-3.62349987030,11.76000,2.32000
,,,-3.62339997292,11.76000,2.32000
,,,-3.62329983711,11.76000,2.32000
,,,-3.62319993973,11.68000,2.32000
,,,-3.62309980392,11.68000,2.32000
,,,-3.62299990654,11.68000,2.30000
,,,-3.62290000916,11.76000,2.32000
,,,-3.62279987335,11.68000,2.32000
,,,-3.62269997597,11.68000,2.30000
,,,-3.62259984016,11.76000,2.32000
,,,-3.62249994278,11.68000,2.32000
,,,-3.62239980698,11.68000,2.30000
,,,-3.62229990959,11.76000,2.30000
,,,-3.62220001221,11.68000,2.32000
,,,-3.62209987640,11.68000,2.32000
,,,-3.62199997902,11.68000,2.32000
,,,-3.62189984322,11.68000,2.32000
,,,-3.62179994583,11.68000,2.32000
,,,-3.62169981003,11.76000,2.32000
,,,-3.62159991264,11.68000,2.30000
,,,-3.62150001526,11.68000,2.32000
,,,-3.62139987946,11.68000,2.30000
,,,-3.62129998207,11.76000,2.32000
,,,-3.62119984627,11.76000,2.30000
,,,-3.62109994888,11.68000,2.32000
,,,-3.62099981308,11.68000,2.32000
,,,-3.62089991570,11.68000,2.30000
,,,-3.62080001831,11.68000,2.30000
,,,-3.62069988251,11.68000,2.32000
,,,-3.62059998512,11.76000,2.30000
,,,-3.62049984932,11.76000,2.32000
,,,-3.62039995193,11.76000,2.30000
,,,-3.62029981613,11.68000,2.32000
,,,-3.62019991875,11.76000,2.32000
,,,-3.62010002136,11.76000,2.32000
,,,-3.61999988556,11.68000,2.32000
,,,-3.61989998817,11.76000,2.30000
,,,-3.61979985237,11.68000,2.32000
,,,-3.61969995499,11.76000,2.32000
,,,-3.61959981918,11.76000,2.32000
,,,-3.61949992180,11.76000,2.30000
,,,-3.61940002441,11.68000,2.32000
,,,-3.61929988861,11.76000,2.32000
,,,-3.61919999123,11.76000,2.32000
,,,-3.61909985542,11.68000,2.32000
,,,-3.61899995804,11.76000,2.32000
,,,-3.61889982224,11.68000,2.32000
,,,-3.61879992485,11.68000,2.30000
,,,-3.61870002747,11.76000,2.30000
,,,-3.61859989166,11.76000,2.32000
,,,-3.61849999428,11.76000,2.30000
,,,-3.61839985847,11.68000,2.30000
,,,-3.61829996109,11.68000,2.32000
,,,-3.61819982529,11.76000,2.32000
,,,-3.61809992790,11.68000,2.32000
,,,-3.61799979210,11.68000,2.32000
,,,-3.61789989471,11.68000,2.32000
,,,-3.61779999733,11.68000,2.32000
,,,-3.61769986153,11.68000,2.32000
,,,-3.61759996414,11.68000,2.32000
,,,-3.61749982834,11.68000,2.32000
,,,-3.61739993095,11.68000,2.32000
,,,-3.61729979515,11.68000,2.32000
,,,-3.61719989777,11.68000,2.32000
,,,-3.61710000038,11.76000,2.30000
,,,-3.61699986458,11.68000,2.32000
,,,-3.61689996719,11.68000,2.32000
,,,-3.61679983139,11.68000,2.30000
,,,-3.61669993401,11.68000,2.32000
,,,-3.61659979820,11.68000,2.32000
,,,-3.61649990082,11.68000,2.32000
,,,-3.61640000343,11.68000,2.32000
,,,-3.61629986763,11.68000,2.32000
,,,-3.61619997025,11.68000,2.32000
,,,-3.61609983444,11.68000,2.32000
,,,-3.61599993706,11.68000,2.32000
,,,-3.61589980125,11.68000,2.32000
,,,-3.61579990387,11.76000,2.32000
,,,-3.61570000648,11.68000,2.32000
,,,-3.61559987068,11.68000,2.32000
,,,-3.61549997330,11.76000,2.32000
,,,-3.61539983749,11.68000,2.30000
,,,-3.61529994011,11.76000,2.32000
,,,-3.61519980431,11.68000,2.32000
,,,-3.61509990692,11.68000,2.30000
,,,-3.61500000954,0.08000,0.08000
,,,-3.61489987373,0.08000,0.10000
,,,-3.61479997635,0.08000,0.08000
,,,-3.61469984055,0.08000,0.10000
,,,-3.61459994316,0.08000,0.08000
,,,-3.61449980736,0.08000,0.06000
,,,-3.61439990997,0.00,0.08000
,,,-3.61430001259,0.08000,0.08000
,,,-3.61419987679,0.00,0.10000
,,,-3.61409997940,0.08000,0.08000
,,,-3.61399984360,0.08000,0.06000
,,,-3.61389994621,0.08000,0.08000
,,,-3.61379981041,0.08000,0.06000
,,,-3.61369991302,0.08000,0.06000
,,,-3.61360001564,0.08000,0.08000
,,,-3.61349987984,0.00,0.08000
,,,-3.61339998245,0.08000,0.08000
,,,-3.61329984665,0.08000,0.08000
,,,-3.61319994926,0.08000,0.08000
,,,-3.61309981346,0.08000,0.08000
,,,-3.61299991608,0.08000,0.10000
,,,-3.61290001869,0.08000,0.08000
,,,-3.61279988289,0.08000,0.08000
,,,-3.61269998550,0.08000,0.08000
,,,-3.61259984970,0.08000,0.10000
,,,-3.61249995232,0.08000,0.08000
,,,-3.61239981651,0.08000,0.08000
,,,-3.61229991913,0.00,0.08000
,,,-3.61220002174,0.00,0.08000
,,,-3.61209988594,0.08000,0.08000
,,,-3.61199998856,0.08000,0.08000
,,,-3.61189985275,0.08000,0.06000
,,,-3.61179995537,0.08000,0.08000
,,,-3.61169981956,0.08000,0.08000
,,,-3.61159992218,0.08000,0.06000
,,,-3.61150002480,0.08000,0.08000
,,,-3.61139988899,0.16000,0.06000
,,,-3.61129999161,0.16000,0.08000
,,,-3.61119985580,0.08000,0.10000
,,,-3.61109995842,0.00,0.08000
,,,-3.61099982262,0.08000,0.08000
,,,-3.61089992523,0.16000,0.08000
,,,-3.61080002785,0.00,0.06000
,,,-3.61069989204,0.08000,0.08000
,,,-3.61059999466,0.00,0.06000
,,,-3.61049985886,0.00,0.08000
,,,-3.61039996147,0.00,0.06000
,,,-3.61029982567,0.00,0.08000
,,,-3.61019992828,0.08000,0.08000
,,,-3.61009979248,0.08000,0.10000
,,,-3.60999989510,0.08000,0.08000
,,,-3.60989999771,0.16000,0.08000
,,,-3.60979986191,0.08000,0.08000
,,,-3.60969996452,0.08000,0.08000
,,,-3.60959982872,0.08000,0.06000
,,,-3.60949993134,0.00,0.08000
,,,-3.60939979553,0.00,0.08000
,,,-3.60929989815,0.08000,0.08000
,,,-3.60920000076,0.08000,0.08000
,,,-3.60909986496,0.08000,0.10000
,,,-3.60899996758,0.08000,0.10000
,,,-3.60889983177,0.08000,0.08000
,,,-3.60879993439,0.08000,0.06000
,,,-3.60869979858,0.08000,0.08000
,,,-3.60859990120,0.00,0.06000
,,,-3.60850000381,0.08000,0.08000
,,,-3.60839986801,0.08000,0.08000
,,,-3.60829997063,0.00,0.10000
,,,-3.60819983482,0.08000,0.08000
,,,-3.60809993744,0.08000,0.08000
,,,-3.60799980164,0.08000,0.06000
,,,-3.60789990425,0.08000,0.08000
,,,-3.60780000687,0.08000,0.06000
,,,-3.60769987106,0.00,0.08000
,,,-3.60759997368,0.08000,0.08000
,,,-3.60749983788,0.08000,0.08000
,,,-3.60739994049,0.08000,0.06000
,,,-3.60729980469,0.08000,0.08000
,,,-3.60719990730,0.08000,0.08000
,,,-3.60710000992,0.08000,0.10000
,,,-3.60699987411,0.08000,0.08000
,,,-3.60689997673,0.08000,0.08000
,,,-3.60679984093,0.08000,0.08000
,,,-3.60669994354,0.08000,0.08000
,,,-3.60659980774,0.08000,0.08000
,,,-3.60649991035,0.08000,0.08000
,,,-3.60640001297,0.00,0.10000
,,,-3.60629987717,0.08000,0.08000
,,,-3.60619997978,0.08000,0.08000
,,,-3.60609984398,0.08000,0.08000
,,,-3.60599994659,0.00,0.08000
,,,-3.60589981079,0.08000,0.10000
,,,-3.60579991341,0.08000,0.08000
,,,-3.60570001602,0.00,0.08000
,,,-3.60559988022,0.08000,0.08000
,,,-3.60549998283,0.08000,0.08000
,,,-3.60539984703,0.08000,0.08000
,,,-3.60529994965,0.16000,0.08000
,,,-3.60519981384,0.00,0.08000
,,,-3.60509991646,0.00,0.08000
,,,-3.60500001907,0.08000,0.08000
,,,-3.60489988327,0.08000,0.06000
,,,-3.60479998589,0.08000,0.08000
,,,-3.60469985008,0.08000,0.08000
,,,-3.60459995270,0.08000,0.08000
,,,-3.60449981689,0.08000,0.06000
,,,-3.60439991951,0.00,0.08000
,,,-3.60430002213,0.00,0.08000
,,,-3.60419988632,0.08000,0.08000
,,,-3.60409998894,0.00,0.08000
,,,-3.60399985313,0.08000,0.08000
,,,-3.60389995575,0.08000,0.08000
,,,-3.60379981995,0.08000,0.06000
,,,-3.60369992256,0.08000,0.06000
,,,-3.60360002518,0.08000,0.08000
,,,-3.60349988937,0.08000,0.08000
,,,-3.60339999199,0.00,0.08000
,,,-3.60329985619,0.08000,0.06000
,,,-3.60319995880,0.00,0.08000
,,,-3.60309982300,0.08000,0.08000
,,,-3.60299992561,0.08000,0.08000
,,,-3.60289978981,0.08000,0.08000
,,,-3.60279989243,0.08000,0.08000
,,,-3.60269999504,0.08000,0.06000
,,,-3.60259985924,0.08000,0.08000
,,,-3.60249996185,0.08000,0.08000
,,,-3.60239982605,0.08000,0.06000
,,,-3.60229992867,0.16000,0.08000
,,,-3.60219979286,0.00,0.08000
,,,-3.60209989548,0.08000,0.08000
,,,-3.60199999809,0.08000,0.06000
,,,-3.60189986229,0.08000,0.08000
,,,-3.60179996490,0.08000,0.08000
,,,-3.60169982910,0.08000,0.08000
,,,-3.60159993172,0.08000,0.08000
,,,-3.60149979591,0.08000,0.08000
,,,-3.60139989853,0.08000,0.08000
,,,-3.60130000114,0.08000,0.08000
,,,-3.60119986534,0.08000,0.06000
,,,-3.60109996796,0.08000,0.08000
,,,-3.60099983215,0.08000,0.08000
,,,-3.60089993477,0.08000,0.08000
,,,-3.60079979897,0.00,0.06000
,,,-3.60069990158,0.08000,0.06000
,,,-3.60060000420,0.00,0.06000
,,,-3.60049986839,0.08000,0.06000
,,,-3.60039997101,0.08000,0.08000
,,,-3.60029983521,0.08000,0.08000
,,,-3.60019993782,0.00,0.08000
,,,-3.60009980202,0.08000,0.08000
,,,-3.59999990463,0.08000,0.10000
,,,-3.59990000725,0.08000,0.10000
,,,-3.59979987144,0.08000,0.06000
,,,-3.59969997406,0.08000,0.06000
,,,-3.59959983826,0.16000,0.08000
,,,-3.59949994087,0.08000,0.10000
,,,-3.59939980507,0.00,0.08000
,,,-3.59929990768,0.08000,0.06000
,,,-3.59920001030,0.08000,0.06000
,,,-3.59909987450,0.08000,0.06000
,,,-3.59899997711,0.08000,0.10000
,,,-3.59889984131,0.08000,0.08000
,,,-3.59879994392,0.08000,0.08000
,,,-3.59869980812,0.08000,0.08000
,,,-3.59859991074,0.08000,0.08000
,,,-3.59850001335,0.16000,0.08000
,,,-3.59839987755,0.08000,0.08000
,,,-3.59829998016,0.08000,0.06000
,,,-3.59819984436,0.08000,0.08000
,,,-3.59809994698,0.08000,0.08000
,,,-3.59799981117,0.08000,0.08000
,,,-3.59789991379,0.08000,0.06000
,,,-3.59780001640,0.08000,0.08000
,,,-3.59769988060,0.16000,0.08000
,,,-3.59759998322,0.08000,0.06000
,,,-3.59749984741,0.08000,0.08000
,,,-3.59739995003,0.08000,0.06000
,,,-3.59729981422,0.08000,0.08000
,,,-3.59719991684,0.16000,0.06000
,,,-3.59710001945,0.08000,0.06000
,,,-3.59699988365,0.08000,0.08000
,,,-3.59689998627,0.08000,0.06000
,,,-3.59679985046,0.08000,0.08000
,,,-3.59669995308,0.08000,0.08000
,,,-3.59659981728,0.08000,0.08000
,,,-3.59649991989,0.08000,0.10000
,,,-3.59640002251,0.08000,0.08000
,,,-3.59629988670,0.08000,0.08000
,,,-3.59619998932,0.08000,0.06000
,,,-3.59609985352,0.08000,0.08000
,,,-3.59599995613,0.08000,0.08000
,,,-3.59589982033,0.08000,0.08000
,,,-3.59579992294,0.08000,0.10000
,,,-3.59570002556,0.08000,0.08000
,,,-3.59559988976,0.00,0.06000
,,,-3.59549999237,0.08000,0.08000
,,,-3.59539985657,0.08000,0.08000
,,,-3.59529995918,0.08000,0.08000
,,,-3.59519982338,0.08000,0.08000
,,,-3.59509992599,0.08000,0.08000
,,,-3.59499979019,0.08000,0.06000
,,,-3.59489989281,0.08000,0.08000
,,,-3.59479999542,0.08000,0.08000
,,,-3.59469985962,0.00,0.08000
,,,-3.59459996223,0.00,0.08000
,,,-3.59449982643,0.16000,0.08000
,,,-3.59439992905,0.08000,0.08000
,,,-3.59429979324,0.08000,0.08000
,,,-3.59419989586,0.08000,0.06000
,,,-3.59409999847,0.08000,0.08000
,,,-3.59399986267,0.00,0.10000
,,,-3.59389996529,0.08000,0.06000
,,,-3.59379982948,0.16000,0.08000
,,,-3.59369993210,0.08000,0.08000
,,,-3.59359979630,0.08000,0.08000
,,,-3.59349989891,0.08000,0.10000
,,,-3.59340000153,0.08000,0.08000
,,,-3.59329986572,0.08000,0.08000
,,,-3.59319996834,0.00,0.10000
,,,-3.59309983253,0.16000,0.10000
,,,-3.59299993515,0.08000,0.08000
,,,-3.59289979935,0.08000,0.06000
,,,-3.59279990196,0.08000,0.08000
,,,-3.59270000458,0.00,0.08000
,,,-3.59259986877,0.08000,0.08000
,,,-3.59249997139,0.08000,0.06000
,,,-3.59239983559,0.08000,0.08000
,,,-3.59229993820,0.08000,0.08000
,,,-3.59219980240,0.08000,0.08000
,,,-3.59209990501,0.08000,0.06000
,,,-3.59200000763,0.08000,0.08000
,,,-3.59189987183,0.00,0.08000
,,,-3.59179997444,0.08000,0.06000
,,,-3.59169983864,0.00,0.08000
,,,-3.59159994125,0.08000,0.06000
,,,-3.59149980545,0.08000,0.08000
,,,-3.59139990807,0.08000,0.06000
,,,-3.59130001068,0.08000,0.08000
,,,-3.59119987488,0.16000,0.08000
,,,-3.59109997749,0.08000,0.08000
,,,-3.59099984169,0.08000,0.08000
,,,-3.59089994431,0.08000,0.08000
,,,-3.59079980850,0.08000,0.08000
,,,-3.59069991112,0.00,0.08000
,,,-3.59060001373,0.08000,0.08000
,,,-3.59049987793,0.00,0.08000
,,,-3.59039998055,0.16000,0.06000
,,,-3.59029984474,0.00,0.08000
,,,-3.59019994736,0.08000,0.06000
,,,-3.59009981155,0.08000,0.06000
,,,-3.58999991417,0.00,0.10000
,,,-3.58990001678,0.00,0.08000
,,,-3.58979988098,0.00,0.08000
,,,-3.58969998360,0.08000,0.08000
,,,-3.58959984779,0.08000,0.06000
,,,-3.58949995041,0.00,0.08000
,,,-3.58939981461,0.08000,0.06000
,,,-3.58929991722,0.00,0.08000
,,,-3.58920001984,0.00,0.08000
,,,-3.58909988403,0.08000,0.08000
,,,-3.58899998665,0.08000,0.06000
,,,-3.58889985085,0.00,0.10000
,,,-3.58879995346,0.08000,0.08000
,,,-3.58869981766,0.08000,0.08000
,,,-3.58859992027,0.08000,0.08000
,,,-3.58850002289,0.08000,0.06000
,,,-3.58839988708,0.00,0.08000
,,,-3.58829998970,0.00,0.06000
,,,-3.58819985390,0.08000,0.08000
,,,-3.58809995651,0.00,0.06000
,,,-3.58799982071,0.08000,0.06000
,,,-3.58789992332,0.08000,0.08000
,,,-3.58780002594,0.08000,0.08000
,,,-3.58769989014,0.08000,0.06000
,,,-3.58759999275,0.16000,0.08000
,,,-3.58749985695,0.08000,0.08000
,,,-3.58739995956,0.08000,0.08000
,,,-3.58729982376,0.00,0.08000
,,,-3.58719992638,0.08000,0.10000
,,,-3.58709979057,0.08000,0.08000
,,,-3.58699989319,0.08000,0.08000
,,,-3.58689999580,0.00,0.06000
,,,-3.58679986000,0.16000,0.08000
,,,-3.58669996262,0.08000,0.06000
,,,-3.58659982681,0.08000,0.08000
,,,-3.58649992943,0.08000,0.08000
,,,-3.58639979362,0.08000,0.08000
,,,-3.58629989624,0.00,0.10000
,,,-3.58619999886,0.08000,0.08000
,,,-3.58609986305,0.16000,0.08000
,,,-3.58599996567,0.08000,0.08000
,,,-3.58589982986,0.08000,0.08000
,,,-3.58579993248,0.08000,0.08000
,,,-3.58569979668,0.00,0.08000
,,,-3.58559989929,0.00,0.08000
,,,-3.58550000191,0.08000,0.08000
,,,-3.58539986610,0.08000,0.06000
,,,-3.58529996872,0.08000,0.06000
,,,-3.58519983292,0.00,0.06000
,,,-3.58509993553,0.08000,0.08000
,,,-3.58499979973,0.08000,0.08000
,,,-3.58489990234,0.08000,0.08000
,,,-3.58480000496,0.08000,0.06000
,,,-3.58469986916,0.08000,0.06000
,,,-3.58459997177,0.08000,0.08000
,,,-3.58449983597,0.08000,0.06000
,,,-3.58439993858,0.16000,0.08000
,,,-3.58429980278,0.00,0.08000
,,,-3.58419990540,0.08000,0.08000
