t	y_1_taco	y_2_taco
0	0	0
0.00326326326326326	0.000112691032451989	0.00151547413264678
0.00652652652652653	0.000447777880163102	0.0116679548623875
0.00978978978978979	0.000999772078236126	0.0369680061456766
0.0130530530530531	0.00176329657953938	0.0803189299281982
0.0163163163163163	0.0027330835968064	0.140388029721145
0.0195795795795796	0.00390397248598277	0.211932893084029
0.0228428428428428	0.0052709076700347	0.287004038880576
0.0261061061061061	0.00682893660244887	0.356748855171775
0.0293693693693694	0.00857320776966771	0.413408227290628
0.0326326326326326	0.0104989687317187	0.452056264527544
0.0358958958958959	0.0126015642003104	0.471693766496421
0.0391591591591592	0.0148764341536816	0.475453428109273
0.0424224224224224	0.0173191119875037	0.46987567446032
0.0456856856856857	0.0199252227011498	0.463423015988071
0.0489489489489489	0.0226904811186567	0.464570926196964
0.0522122122122122	0.0256106901437195	0.4799064743191
0.0554754754754755	0.0286817390480703	0.51266178249404
0.0587387387387387	0.0318996017926045	0.562009303171525
0.062002002002002	0.0352603353806332	0.623272945919196
0.0652652652652653	0.0387600782426465	0.689002487032759
0.0685285285285285	0.0423950486519903	0.750665067562025
0.0717917917917918	0.0461615431708665	0.800570348211013
0.075055055055055	0.050055935126079	0.83359555465077
0.0783183183183183	0.054074673113959	0.848324033211851
0.0815815815815816	0.0582142795339141	0.847344851519376
0.0848448448448448	0.0624713491500547	0.836650853864119
0.0881081081081081	0.0668425476803647	0.824275450355119
0.0913713713713714	0.0713246104128903	0.818478637854932
0.0946346346346346	0.0759143408484319	0.825892265641581
0.0978978978978979	0.080608609369236	0.850041412113498
0.101161161161161	0.0854043519331892	0.890571911316896
0.104424424424424	0.090298568793031	0.943353589950225
0.107687687687688	0.095288323240106	1.0014311091089
0.110950950950951	0.100370740372191	1.0566040617693
0.114214214214214	0.105543005884933	1.10127785034999
0.117477477477477	0.110802364886459	1.13016805453862
0.120740740740741	0.116146120734698	1.14147625315096
0.124004004004004	0.121571633897003	1.13727613787704
0.127267267267267	0.127076320831634	1.12302761827388
0.130530530530531	0.132657652890686	1.10633296235568
0.133793793793794	0.138313155244065	1.09521864166052
0.137057057057057	0.144040405824092	1.09633150026469
0.14032032032032	0.149837034290363	1.11345493142879
0.143583583583584	0.155700721014462	1.14667658354672
0.146846846846847	0.161629196084154	1.19239090025983
0.15011011011011	0.167620238326692	1.2441312382739
0.153373373373373	0.173671674350864	1.29403998437895
0.156636636636637	0.179781377607432	1.3346428521534
0.1598998998999	0.185947267467609	1.3605270835844
0.163163163163163	0.192167308319222	1.36954711404564
0.166426426426426	0.198439508680237	1.36328952014822
0.16968968968969	0.204761920329312	1.34669696583429
0.172952952952953	0.211132637453041	1.3269403427988
0.176216216216216	0.217549795809588	1.31179668188233
0.179479479479479	0.224011571908389	1.30789998689058
0.182742742742743	0.230516182205612	1.31925862722216
0.186006006006006	0.237061882315086	1.34637083773891
0.189269269269269	0.243646966234396	1.38613365777873
0.192532532532532	0.250269765585851	1.43256131111232
0.195795795795796	0.256928648872058	1.47814711067958
0.199059059059059	0.263622020745795	1.5155593456343
0.202322322322322	0.270348321293948	1.53928832200759
0.205585585585586	0.277106025335203	1.54687484990229
0.208848848848849	0.283893641731263	1.53944656693449
0.212112112112112	0.290709712711319	1.52144550722625
0.215375375375375	0.297552813209515	1.49961265365787
0.218638638638639	0.304421550215174	1.48146174903874
0.221901901901902	0.311314562135531	1.4735880678711
0.225165165165165	0.318230518170738	1.48019298324652
0.228428428428428	0.325168117700907	1.50215455059139
0.231691691691692	0.332126089684961	1.53684982217781
0.234954954954955	0.339103192071066	1.57876458706784
0.238218218218218	0.346098211218425	1.62074914808428
0.241481481481481	0.353109961330215	1.6556344190708
0.244744744744745	0.36013728389746	1.67784328932814
0.248008008008008	0.367179047153622	1.68463531451771
0.251271271271271	0.374234145539711	1.6767071925235
0.254534534534535	0.381301499179719	1.65801775349993
0.257797797797798	0.388380053366163	1.63488113087339
0.261061061061061	0.395468778055566	1.61453592652923
0.264324324324324	0.402566667373671	1.60351472646784
0.267587587587588	0.409672739130206	1.60618135052221
0.270850850850851	0.41678603434302	1.62376347857656
0.274114114114114	0.42390561677141	1.65409517796086
0.277377377377377	0.431030572458462	1.69212318434605
0.280640640640641	0.438160009282234	1.73105892098796
0.283903903903904	0.445293056515613	1.76391384872411
0.287167167167167	0.452428864394685	1.78507110296824
0.29043043043043	0.45956660369544	1.79154017080013
0.293693693693694	0.466705465318674	1.78361454426458
0.296956956956957	0.473844659882917	1.76478797012118
0.30022022022022	0.480983417325233	1.74095227137342
0.303483483483483	0.488120986509752	1.71906097048667
0.306746746746747	0.495256634843778	1.70556190922779
0.31001001001001	0.502389647901327	1.70495224930724
0.313273273273273	0.509519329053963	1.71877976333324
0.316536536536537	0.516644999108781	1.74531225521659
0.3197997997998	0.523765995953405	1.77994561911437
0.323063063063063	0.530881674207868	1.8162547267
0.326326326326326	0.537991404883245	1.84744746914657
0.32958958958959	0.545094575046901	1.86789306329221
0.332852852852853	0.552190587494235	1.87438089543112
0.336116116116116	0.559278860426796	1.86682863617726
0.339379379379379	0.566358827136642	1.8482836513172
0.342642642642643	0.573429935696831	1.82422135904485
0.345905905905906	0.580491648657925	1.80130209337256
0.349169169169169	0.587543442750382	1.78586876462
0.352432432432432	0.594584808592743	1.78252424905978
0.355695695695696	0.601615250405478	1.7931076272757
0.358958958958959	0.608634285730412	1.81629700431453
0.362222222222222	0.615641445155593	1.84792461460166
0.365485485485485	0.622636272045523	1.88192942995897
0.368748748748749	0.62961832227664	1.911729703845
